"entry_id";"resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"event_date";"current_state";"critical_factor";"failure_repetition";"redundancy_factor";"aggeregated_failure_count";"reinitialization_factor";"dependency_type";"dependency_levels_up";"dependency_levels_down"
46;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
47;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
48;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
49;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
50;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
51;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
52;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
53;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
54;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
55;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
56;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-07 05:42:06";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
57;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-07 05:42:06";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
58;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 05:49:46";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
59;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 05:57:13";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
60;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
61;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
62;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
63;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
64;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
65;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
66;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
67;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
68;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
69;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
70;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
71;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
72;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-07 06:02:07";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
73;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-07 06:02:07";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
74;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-07 06:02:08";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
75;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"2021-03-07 06:02:08";"offline";"false";"low";"false";"low";"true";"local";"low";"low"
76;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:02:56";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
77;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-07 06:06:24";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
78;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:08:36";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
79;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:09:58";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
80;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-07 06:11:06";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
81;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
82;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
83;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
84;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
85;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
86;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
87;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
88;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-07 06:28:40";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
