"entry_id";"resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"event_date";"current_state";"critical_factor";"failure_repetition";"redundancy_factor";"aggeregated_failure_count";"reinitialization_factor";"dependency_type";"dependency_levels_up";"dependency_levels_down"
1280;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-30 22:30:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1281;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-30 22:45:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1282;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-30 23:00:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1283;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-30 23:15:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1284;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-30 23:30:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1285;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-30 23:45:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1286;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 00:00:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1287;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 00:15:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1288;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 00:30:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1289;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 00:45:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1290;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 01:00:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1291;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 01:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1292;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 01:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1293;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 01:45:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1294;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 02:00:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1295;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 02:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1296;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 02:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1297;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 02:45:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1298;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 03:00:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1299;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 03:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1300;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 03:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1301;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 03:45:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1302;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 04:00:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1303;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 04:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1304;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 04:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1305;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 04:45:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1306;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 05:00:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1307;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 05:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1308;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 05:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1309;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 05:45:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1310;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 06:00:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1311;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 06:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1312;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 06:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1313;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 06:45:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1314;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 07:00:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1315;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 07:15:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1316;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 07:30:52";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1317;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 07:45:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1318;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 08:00:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1319;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 08:15:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1320;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 08:30:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1321;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 08:45:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1322;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 09:00:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1323;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 09:15:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1324;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 09:30:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1325;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 09:45:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1326;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 10:00:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1327;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 10:15:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1328;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 10:30:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1329;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 10:45:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1330;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 11:00:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1331;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 11:15:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1332;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 11:30:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1333;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 11:45:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1334;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 12:00:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1335;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 12:15:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1336;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 12:30:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1337;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 12:45:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1338;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 13:00:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1339;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 13:15:53";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1340;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 13:30:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1341;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 13:45:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1342;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 14:00:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1343;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 14:15:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1344;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 14:30:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1345;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 14:45:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1346;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 15:00:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1347;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 15:15:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1348;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 15:30:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1349;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 15:45:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1350;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 16:00:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1351;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 16:15:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1352;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 16:30:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1353;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 16:45:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1354;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 17:00:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1355;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 17:15:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1356;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 17:30:54";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1357;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 17:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1358;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 18:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1359;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 18:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1360;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 18:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1361;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 18:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1362;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 19:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1363;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 19:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1364;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 19:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1365;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 19:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1366;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 20:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1367;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 20:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1368;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 20:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1369;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 20:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1370;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 21:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1371;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 21:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1372;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 21:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1373;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 21:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1374;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 22:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1375;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 22:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1376;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 22:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1377;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 22:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1378;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 23:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1379;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 23:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1380;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 23:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1381;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-31 23:45:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1382;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 00:00:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1383;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 00:15:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1384;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 00:30:55";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1385;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 00:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1386;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 01:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1387;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 01:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1388;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 01:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1389;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 01:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1390;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 02:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1391;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 02:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1392;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 02:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1393;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 02:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1394;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 03:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1395;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 03:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1396;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 03:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1397;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 03:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1398;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 04:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1399;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 04:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1400;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 04:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1401;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 04:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1402;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 05:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1403;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 05:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1404;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 05:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1405;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 05:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1406;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 06:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1407;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 06:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1408;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 06:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1409;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 06:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1410;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 07:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1411;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 07:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1412;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 07:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1413;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 07:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1414;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 08:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1415;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 08:15:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1416;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 08:30:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1417;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 08:45:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1418;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 09:00:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1419;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 09:15:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1420;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 09:30:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1421;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 09:45:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1422;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 10:00:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1423;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 10:15:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1424;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 10:30:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1425;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 10:45:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1426;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 11:00:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1427;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 11:15:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1428;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 11:30:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1429;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 11:45:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1430;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 12:00:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1431;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 12:15:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1432;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 12:30:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1433;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 12:45:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
1434;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-04-01 13:00:57";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
