"entry_id";"configuration_resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"error_message";"event_date";"current_state";"aggeregated_failure_count";"failure_repetition";"error_rating";"dependency_factor"
520;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
521;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
522;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";6;0;1;3
523;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
524;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
525;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";12;0;1;3
526;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
527;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";9;0;1;3
528;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";9;0;1;3
529;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"1";14;0;1;3
530;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";10;0;1;3
531;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
532;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
533;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 09:09:23";"0";5;0;1;3
534;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:16:09";"0";11;0;1;3
535;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:20:33";"0";12;0;1;3
536;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:21:10";"0";13;1;1;3
537;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:36:10";"0";14;0;1;3
538;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 09:38:10";"0";15;1;1;3
539;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 10:14:38";"0";16;0;1;3
540;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 10:20:19";"0";17;0;1;3
541;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 11:22:59";"0";5;0;1;3
542;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 11:22:59";"0";5;0;1;3
543;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 11:22:59";"0";5;0;1;3
544;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 11:22:59";"0";5;0;1;3
545;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";5;0;1;3
546;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";5;0;1;3
547;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";9;0;1;3
548;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"1";14;0;1;3
549;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";5;0;1;3
550;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";17;0;1;3
551;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";9;0;1;3
552;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";5;0;1;3
553;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";11;0;1;3
554;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";5;0;1;3
555;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 11:23:00";"0";5;0;1;3
556;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 12:55:42";"0";10;0;1;3
557;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:14:47";"0";1;0;1;3
558;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:14:47";"0";1;0;1;3
559;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:19:12";"0";2;0;1;3
560;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:19:32";"0";3;1;1;3
561;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:19:52";"0";4;2;1;3
562;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:19:53";"0";5;3;1;3
563;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:20:13";"0";6;4;1;3
564;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:20:33";"0";7;5;1;3
565;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:23:58";"0";8;0;1;3
566;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:24:22";"0";9;1;1;3
567;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:24:57";"0";10;2;1;3
568;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:25:03";"0";11;3;1;3
569;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:25:06";"0";12;4;1;3
570;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:25:27";"0";13;5;1;3
571;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:26:30";"0";14;4;1;3
572;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:26:33";"0";15;5;1;3
573;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:26:55";"0";16;6;1;3
574;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:27:06";"0";17;5;1;3
575;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:27:13";"0";18;5;1;3
576;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:28:16";"0";19;5;1;3
577;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:28:19";"0";20;6;1;3
578;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:28:40";"0";21;5;1;3
579;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:28:42";"0";22;6;1;3
580;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:28:49";"0";23;7;1;3
581;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:29:52";"0";24;5;1;3
582;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:32:53";"0";25;0;1;3
583;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:33:27";"0";26;1;1;3
584;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:33:58";"0";27;2;1;3
585;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:35:54";"0";1;0;1;3
586;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:35:54";"0";28;1;1;3
587;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:35:55";"0";2;1;1;3
588;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:35:55";"0";29;2;1;3
589;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
590;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";3;2;1;3
591;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";2;0;1;3
592;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
593;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
594;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
595;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"1";1;0;1;3
596;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
597;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
598;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
599;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";30;2;1;3
600;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";5;0;1;3
601;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:36:51";"0";1;0;1;3
602;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 13:36:52";"0";1;0;1;3
603;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 13:36:52";"0";1;0;1;3
604;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"not running";"2021-03-08 13:36:52";"0";0;0;1;3
605;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 13:39:26";"0";2;0;1;3
606;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:39:26";"0";4;0;1;3
607;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
608;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
609;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";3;0;1;3
610;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
611;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
612;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
613;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
614;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"1";2;0;1;3
615;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";31;0;1;3
616;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
617;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
618;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";5;0;1;3
619;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 13:39:27";"0";2;0;1;3
620;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 13:46:48";"0";6;0;1;3
621;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 13:49:49";"1";3;0;1;3
622;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:19:03";"0";6;0;1;3
623;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:23:13";"0";3;0;1;3
624;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:23:16";"0";4;1;1;3
625;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
626;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";5;0;1;3
627;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
628;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
629;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";4;0;1;3
630;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
631;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";32;0;1;3
632;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
633;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"1";4;0;1;3
634;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";5;2;1;3
635;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
636;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
637;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";6;0;1;3
638;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
639;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";3;0;1;3
640;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"not running";"2021-03-08 14:24:11";"0";1;0;1;3
641;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
642;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";6;0;1;3
643;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
644;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
645;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";5;0;1;3
646;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
647;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"1";5;0;1;3
648;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
649;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";6;0;1;3
650;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
651;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";7;0;1;3
652;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
653;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";33;0;1;3
654;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
655;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 14:26:58";"0";4;0;1;3
656;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:32:06";"0";8;0;1;3
657;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 14:35:19";"0";5;0;1;3
658;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:35:19";"0";7;0;1;3
659;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:35:19";"0";5;0;1;3
660;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:35:19";"0";5;0;1;3
661;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:35:19";"0";6;0;1;3
662;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:35:19";"0";5;0;1;3
663;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"1";6;0;1;3
664;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";5;0;1;3
665;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";7;0;1;3
666;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";5;0;1;3
667;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";5;0;1;3
668;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";9;0;1;3
669;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";34;0;1;3
670;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";5;0;1;3
671;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";5;0;1;3
672;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"not running";"2021-03-08 14:35:20";"0";2;0;1;3
673;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
674;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";8;0;1;3
675;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
676;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
677;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";7;0;1;3
678;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
679;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
680;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";8;0;1;3
681;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
682;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"1";7;0;1;3
683;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";10;0;1;3
684;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
685;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";35;0;1;3
686;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
687;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"not running";"2021-03-08 14:37:42";"0";6;0;1;3
688;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:38:30";"0";11;1;1;3
689;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:44:41";"0";7;0;1;3
690;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:46:19";"0";12;0;1;3
691;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:46:43";"0";13;1;1;3
692;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:46:47";"0";14;2;1;3
693;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:46:51";"0";15;3;1;3
694;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:46:54";"0";16;4;1;3
695;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:53:49";"0";17;0;1;3
696;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-03-08 14:54:07";"0";18;1;1;3
697;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:57:56";"0";8;0;1;3
698;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"not running";"2021-03-08 14:58:00";"0";9;1;1;3
699;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"not running";"2021-03-08 14:58:56";"0";7;0;1;3
700;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:58:56";"0";9;0;1;3
701;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:58:56";"0";8;0;1;3
702;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"not running";"2021-03-08 14:58:56";"0";7;0;1;3
